UKPRN,UnitOfAssessment,MultipleSubmission,Identifier,OutputType,Title,Place,Publisher,VolumeTitle,Volume,Issue,FirstPage,ArticleNumber,ISBN,ISSN,DOI,PatentNumber,Year,URL,NumberOfAdditionalAuthors,IsNonEnglishOutput,IsInterdisciplinary,ProposeDoubleWeighting,IsReserveOutput,DoubleWeightingStatement,EnglishAbstract,ResearchGroup,CitedByCount,CrossReferToUoa,CitationsApplicable,AdditionalInformation
10003645,21,Source,3294084,D,Resistance to Privatization : Why Protest Movements Succeed and Fail in Latin America,Source,Source,LATIN AMERICAN POLITICS AND SOCIETY,55,3,93,Source,Source,1531-426X,10.1111/j.1548-2456.2013.00204.x,Source,2013,Source,2,False,Source,False,False,Source,Source,C,Source,Source,False,Source
10003645,21,Source,3294085,A,"China in UN Security Council decision-making on Iraq : conflicting understandings, competing preferences",Source,Routledge,Source,Source,Source,Source,Source,0415617693,Source,Source,Source,2013,Source,0,False,Source,False,False,Source,Source,C,Source,Source,False,Source
10003645,21,Source,3294086,A,War and Peace in Modern India,Source,Palgrave Macmillan,Source,Source,Source,Source,Source,9780230242159,Source,Source,Source,2010,Source,0,False,Source,False,False,Source,Source,C,Source,Source,False,Source
10003645,21,Source,3294087,C,Between Regional and Global Interests: The Indo-Soviet Treaty of 1971,Source,Peter Lang,India in the World since 1947: National and Transnational Perspectives ,Source,Source,Source,Source,9783631611784,Source,Source,Source,2012,Source,0,False,Source,False,False,Source,Source,C,Source,Source,False,Source
10003645,21,Source,3294088,D,"Soldiers, Statesmen and India's Security Policy",Source,Source,India Review,11,2,116,Source,Source,1473-6489,10.1080/14736489.2012.674829,Source,2012,Source,0,False,Source,False,False,Source,Source,C,Source,Source,False,Source
10003645,21,Source,3294089,C,Introduction,Source,Permanent Black,"Imperialists, Nationalists, Democrats: The Collected Essays",Source,Source,Source,Source,9788178243665,Source,Source,Source,2013,Source,1,False,Source,False,False,Source,Source,C,Source,Source,False,Source
10003645,21,Source,3294118,D,Where do the poor live?,Source,Source,WORLD DEVELOPMENT,40,5,865,n/a,Source,0305-750X,10.1016/j.worlddev.2011.09.007,Source,2012,Source,0,False,Source,False,False,Source,Source,C,Source,Source,False,Source
10003645,21,Source,3294119,A,The Future of Foreign Aid: Development Cooperation and the New Geography of Poverty,Source,Palgrave Macmillan,Source,Source,Source,Source,Source,9781137298874,Source,Source,Source,2013,Source,1,False,Source,False,False,Source,Source,C,Source,Source,False,Source
10003645,21,Source,3294120,D,Does Mixed Methods Research Matter to Understanding Childhood Well-Being?,Source,Source,SOCIAL INDICATORS RESEARCH,90,1,33,n/a,Source,0303-8300,10.1007/s11205-008-9311-y,Source,2009,Source,1,False,Source,False,False,Source,Source,C,Source,Source,False,Source
10003645,21,Source,3294121,D,Capturing multidimensionality : what does a ‘human wellbeing’ conceptual framework add to the analysis of vulnerability?,Source,Source,SOCIAL INDICATORS RESEARCH,113,2,671,n/a,Source,0303-8300,10.1007/s11205-013-0295-x,Source,2013,Source,1,False,Source,False,False,Source,Source,C,Source,Source,False,Source
10003645,21,Source,3294122,C,The Rise of Chinese OFDI in Europe,Source,Palgrave Macmillan,Chinese International Investments,Source,Source,Source,Source,9780230280960,Source,Source,Source,2011,Source,0,False,Source,False,False,Source,Source,C,Source,Source,False,Source
10003645,21,Source,3294102,C,India: the politics of (re)conversion to Hinduism of Christian aboriginals,Source,Brill,Annual Review of the Sociology of Religion : Volume 2: Religion and Politics,Source,Source,Source,Source,9789004209282,Source,Source,Source,2011,Source,0,False,Source,False,False,Source,Source,C,Source,Source,False,Source
10003645,21,Source,3294103,D,Re-nationalization of India's Political Party System or Continued Prevalence of Regionalism and Ethnicity? Evidence from the 2009 General Elections,Source,Source,ASIAN SURVEY,51,6,1090,Source,Source,0004-4687,Source,Source,2011,http://www.jstor.org/stable/10.1525/as.2011.51.6.1090,1,False,Source,False,False,Source,Source,C,Source,Source,False,Source
10003645,21,Source,3294135,D,Simon Bolivar's Republican Imperialism : Another Ideology of American Revolution,Source,Source,HISTORY OF POLITICAL THOUGHT,33,2,280,n/a,Source,0143-781X,Source,Source,2012,Source,0,False,Source,False,False,Source,Source,C,Source,Source,False,Source
10003645,21,Source,3294137,D,Refining the moderation thesis. Two religious parties and Indian democracy: the Jana Sangh and the BJP between Hindutva radicalism and coalition politics,Source,Source,Democratization,20,5,876,Source,Source,1351-0347,10.1080/13510347.2013.801256,Source,2013,http://www.tandfonline.com/doi/abs/10.1080/13510347.2013.801256,0,False,Source,False,False,Source,Source,C,Source,Source,False,Source
10003645,21,Source,3294127,C,'Why should we vote?' : the Indian middle class and the functioning of the world's largest democracy,Source,Primus Books,"Religion, Caste & Politics in India",Source,Source,Source,Source,978-93-80607-04-7,Source,Source,Source,2010,Source,0,False,Source,False,False,Source,Source,C,Source,Source,False,Source
10003645,21,Source,3294141,D,Navigating the AIDS Industry : Being Poor and Positive in Tanzania,Source,Source,DEVELOPMENT AND CHANGE,42,3,781,Source,Source,1467-7660,10.1111/j.1467-7660.2011.01713.x,Source,2011,Source,0,False,Source,False,False,Source,Source,C,Source,Source,False,Source
10003645,21,Source,3294142,A,"Intersecting inequalities : women and social policy in Peru, 1990-2000",Source,Pennsylvania State University Press,Source,Source,Source,Source,Source,9780271036700,Source,Source,Source,2010,Source,0,False,Source,False,False,Source,Source,C,Source,Source,False,"Intersecting Inequalities joins research carried out over seven years. Three previously unpublished chapters outline and theoretically sustain the main argument of the book, which is that the reproduction of intersecting inequalities can be found in policy design and implementation and the institutionalisation of long-standing inequalities and prejudices based on gender, race and class. Chapter one provides the theoretical framework, chapter two provides the historical context and is largely based on unpublished archival material and interviews, chapter three, four and five provide previously published case studies forming the data to the argument, and chapter six draws on new empirical material to show how women’s agency counters a politics that reinforces unfavourable structures."
10003645,21,Source,3294143,D,Analyzing Rape Regimes at the Interface of War and Peace in Peru,Source,Source,International Journal Of Transitional Justice,4,1,110,Source,Source,1752-7716,10.1093/ijtj/ijp029,Source,2010,Source,0,False,Source,False,False,Source,Source,C,Source,Source,False,Source
10003645,21,Source,3294144,D,Revisiting 'democracy in the country and at home' in Peru,Source,Source,Democratization,17,2,307,Source,Source,1351-0347,10.1080/13510341003588732,Source,2010,Source,0,False,Source,False,False,Source,Source,C,Source,Source,False,Source
10003645,21,Source,3294145,D,Development and the interaction of enforcement institutions,Source,Source,JOURNAL OF PUBLIC ECONOMICS,95,1-2,79,N/A,Source,0047-2727,10.1016/j.jpubeco.2010.09.013,Source,2011,Source,1,False,Source,False,False,Source,Source,D,Source,Source,False,Source
10003645,21,Source,3294146,D,Learning in elections and voter turnout,Source,Source,Journal of Public Economic Theory,12,5,871,N/A,Source,1097-3923,10.1111/j.1467-9779.2010.01478.x,Source,2010,Source,1,False,Source,False,False,Source,Source,D,Source,Source,False,Source
10003645,21,Source,3294147,D,Games of status and discriminatory contracts,Source,Source,GAMES AND ECONOMIC BEHAVIOR,65,1,105,N/A,Source,0899-8256,10.1016/j.geb.2008.03.009,Source,2009,Source,1,False,Source,False,False,Source,Source,D,Source,Source,False,Source
10003645,21,Source,3294148,D,Electoral goals and center-state transfers : A theoretical model and empirical evidence from India,Source,Source,JOURNAL OF DEVELOPMENT ECONOMICS,88,1,103,N/A,Source,0304-3878,10.1016/j.jdeveco.2008.01.001,Source,2009,Source,3,False,Source,False,False,Source,Source,D,Source,Source,False,Source
10003645,21,Source,3294149,A,Revolution and the Republic : A History of Political Thought in France since the Eighteenth Century,Source,"Oxford University Press, USA",Source,Source,Source,Source,Source,9780198203131,Source,10.1093/acprof:oso/9780198203131.001.0001,Source,2011,Source,0,False,Source,True,False,"This book meets the criteria of extended scale and scope. Research on this project began over 20 years ago and was completed with the support of an AHRC grant tailored to facilitating the completion of major research projects.  Any of the chapters could have been published as an article in its own right. The book covers a broad sweep of French history, commencing before the French Revolution of 1789 and concluding in the present day. A history of political thought, it also deals extensively with philosophy, religion, economic thought, the writing of history, the history of science, and political history.",Source,D,Source,Source,False,Awarded the 2012 Enid McLeod Literary Award by the Franco-British Society for the book published in the UK considered most to have contributed to Franco-British understanding.
10003645,21,Source,3294150,C,French Visions of America : From Tocqueville to the Civil War,Source,Pennsylvania State University Press,America Through European Eyes : British and French Reflections on the New World from the Eighteenth Century to the Present,Source,Source,Source,Source,9780271033914,Source,Source,Source,2012,Source,0,False,Source,False,False,Source,Source,D,Source,Source,False,Source
10003645,21,Source,3294151,C,Constant's Idea of Modern Liberty,Source,Cambridge University Press,The Cambridge Companion to Constant,Source,Source,Source,Source,9780521856461,Source,10.1017/CCOL9780521856461.005,Source,2009,Source,0,False,Source,False,False,Source,Source,D,Source,Source,False,Source
10003645,21,Source,3294152,D,China Threat? Evidence from the WTO,Source,Source,JOURNAL OF WORLD TRADE,47,4,761,TRAD2013025,Source,1011-6702,Source,Source,2013,Source,1,False,Source,False,False,Source,Source,D,Source,Source,False,Source
10003645,21,Source,3294153,D,Beyond the BRICs: Alternative Strategies of Influence in the Global Politics of Development,Source,Source,European Journal of Development Research,24,Source,187,Source,Source,0957-8811,10.1057/ejdr.2012.6,Source,2012,Source,2,False,Source,False,False,Source,Source,D,Source,Source,False,Source
10003645,21,Source,3294154,D,The Poverty of the Doha Round and the Least Developed Countries,Source,Source,Third World Quarterly,32,4,611,Source,Source,0143-6597,10.1080/01436597.2011.569322,Source,2011,Source,1,False,Source,False,False,Source,Source,D,Source,Source,False,Source
10003645,21,Source,3294155,D,Developing countries in the ITO and GATT negotiations,Source,Source,Journal of International Trade Law and Policy,9,1,5,Source,Source,1477-0024,10.1108/14770021011029582,Source,2010,Source,0,False,Source,False,False,Source,Source,D,Source,Source,False,Source
10003645,21,Source,3294156,D,"The good, the bad and the populist : A model of political agency with emotional voters",Source,Source,European Journal of Political Economy,27,4,611,Source,Source,0176-2680,10.1016/j.ejpoleco.2011.03.005,Source,2011,Source,0,False,Source,False,False,Source,Source,D,Source,Source,False,Source
10003645,21,Source,3294157,D,"Expressive Political Behaviour : Foundations, Scope and Implications",Source,Source,BRITISH JOURNAL OF POLITICAL SCIENCE,41,03,645,Source,Source,0007-1234,10.1017/S0007123411000020,Source,2011,Source,1,False,Source,False,False,Source,Source,D,Source,Source,False,Source
10003645,21,Source,3294158,D,Intra-Group Competition and Inter-Group Conflict : An Application to Northern Ireland,Source,Source,DEFENCE AND PEACE ECONOMICS,22,1,63,Source,Source,1024-2694,10.1080/10242694.2010.491672,Source,2011,Source,0,False,Source,False,False,Source,Source,D,Source,Source,False,Source
10003645,21,Source,3294159,D,"Civil Conflict, Federalism and Strategic Delegation of Leadership",Source,Source,JOURNAL OF PEACE RESEARCH,45,4,557,Source,Source,0022-3433,10.1177/0022343308091361,Source,2008,Source,1,False,Source,False,False,Source,Source,D,Source,Source,False,Source
10003645,21,Source,3294110,D,"Patients, Politics, and Power: Government Failure and the Politicization of UK Health Care",Source,Source,Journal of Medicine and Philosophy,33,5,427 ,Source,Source,0360-5310,10.1093/jmp/jhn022,Source,2008,Source,0,False,Source,False,False,Source,Source,D,Source,Source,False,Source
10003645,21,Source,3294115,D,Anticipatory Governance : Bioethical Expertise for Human/Animal Chimeras,Source,Source,SCIENCE AS CULTURE,21,3,291,n/a,Source,0950-5431,10.1080/09505431.2011.630069,Source,2012,Source,1,False,Source,False,False,Source,Source,D,Source,Source,False,Source
10003645,21,Source,3294022,D,Europeanization or Party Politics? Explaining Government Choice for Corporatist Concertation,Source,Source,Governance,26,1,5,N/A,Source,1468-0491,10.1111/j.1468-0491.2012.01582.x,Source,2013,Source,1,False,Source,False,False,Source,Source,D,Source,Source,False,Source
10003645,21,Source,3294023,D,"Employer strategies, cross-class coalitions and the free movement of labour in the enlarged European Union",Source,Source,SOCIO-ECONOMIC REVIEW,10,4,705,N/A,Source,1475-1461,10.1093/ser/mws008,Source,2012,http://ser.oxfordjournals.org/content/10/4/705.abstract,0,False,Source,False,False,Source,Source,D,Source,Source,False,Source
10003645,21,Source,3294123,D,"Trust, inequality and the market",Source,Source,THEORY AND DECISION,74,3,311,N/A,Source,0040-5833,10.1007/s11238-011-9287-y,Source,2013,Source,2,False,Source,False,False,Source,Source,D,Source,Source,False,Source
10003645,21,Source,3294124,D,The Value of Groups,Source,Source,AMERICAN ECONOMIC REVIEW,99,1,295,N/A,Source,0002-8282,10.1257/aer.99.1.295,Source,2009,Source,1,False,Source,False,False,Source,Source,D,Source,Source,False,Source
10003645,21,Source,3294125,D,What is the meaning of behavioural economics?,Source,Source,CAMBRIDGE JOURNAL OF ECONOMICS,37,5,985,N/A,Source,0309-166X,10.1093/cje/bes090,Source,2013,Source,0,False,Source,False,False,Source,Source,D,Source,Source,False,Source
10003645,21,Source,3294126,D,A test of the experimental method in the spirit of Popper,Source,Source,Journal of Economic Methodology,19,1,63,N/A,Source,1350-178X,10.1080/1350178X.2012.661068,Source,2012,Source,2,False,Source,False,False,Source,Source,D,Source,Source,False,Source
10003645,21,Source,3294049,D,"Exchange, unanimity and consent : a defence of the public choice account of power",Source,Source,PUBLIC CHOICE,n/a,n/a,1,n/a,Source,0048-5829,10.1007/s11127-012-9925-0,Source,2012,Source,0,False,Source,False,False,Source,Source,D,Source,Source,False,Source
10003645,21,Source,3294050,D,Economic and Political Solutions to Social Problems : The Case of Secondhand Smoke in Enclosed Public Places,Source,Source,Review of Political Economy,23,2,233,Source,Source,0953-8259,10.1080/09538259.2011.561559,Source,2011,Source,0,False,Source,False,False,Source,Source,D,Source,Source,False,Source
10003645,21,Source,3294051,D,"Hayek’s Slippery Slope, the Stability of the Mixed Economy and the Dynamics of Rent-Seeking",Source,Source,POLITICAL STUDIES,n/a,n/a,Source,n/a,Source,0032-3217,10.1111/1467-9248.12043,Source,2013,Source,1,False,Source,False,False,Source,Source,D,Source,Source,False,Source
10003645,21,Source,3294052,D,"Governing the moral economy : Animal engineering, ethics and the liberal government of science",Source,Source,Social science & medicine (1982),75,1,193,n/a,Source,1873-5347,10.1016/j.socscimed.2012.02.049,Source,2012,Source,1,False,Source,False,False,Source,Source,D,Source,Source,False,Source
10003645,21,Source,3294053,D,"Putting the ""Con"" Into Constitutions: The Economics of Prison Gangs",Source,Source,"Journal of Law, Economics, & Organization",26,2,183,Source,Source,8756-6222,10.1093/jleo/ewn021,Source,2010,Source,0,False,Source,False,False,Source,Source,D,Source,Source,False,Source
10003645,21,Source,3294054,D,Governance and Prison Gangs,Source,Source,AMERICAN POLITICAL SCIENCE REVIEW,105,4,702,Source,Source,0003-0554,10.1017/S0003055411000335,Source,2011,Source,0,False,Source,False,False,Source,Source,D,Source,Source,False,Source
10003645,21,Source,3294032,D,Rousseau's Critique of Representative Sovereignty: Principled or Pragmatic?,Source,Source,AMERICAN JOURNAL OF POLITICAL SCIENCE,57,3,735,Source,Source,0092-5853,10.1111/ajps.12020,Source,2013,Source,0,False,Source,False,False,Source,Source,D,Source,Source,False,Source
10003645,21,Source,3294033,D,"Three roads to institutionalisation: vote-, office- and policy-seeking explanations of party switching in Poland",Source,Source,European Journal of Political Research,50,6,838,Source,Source,0304-4130,10.1111/j.1475-6765.2010.01985.x,Source,2011,Source,1,False,Source,False,False,Source,Source,D,Source,Source,False,Source
10003645,21,Source,3294034,D,The Europeanization of flexicurity: the Lisbon Strategy’s impact on employment policies in Italy and Poland,Source,Source,JOURNAL OF EUROPEAN PUBLIC POLICY,18,4,546,Source,Source,1350-1763,10.1080/13501763.2011.560485,Source,2011,Source,0,False,Source,False,False,Source,Source,D,Source,Source,False,Source
10003645,21,Source,3294035,D,Poland’s quasi-institutionalized party system: the importance of elites and institutions,Source,Source,Perspectives On European Politics And Society,10,3,350,Source,Source,1568-0258,10.1080/15705850903105769,Source,2009,Source,0,False,Source,False,False,Source,Source,D,Source,Source,False,Source
10003645,21,Source,3294036,D,Party Patronage in Poland : The Democratic Left Alliance and Law and Justice Compared,Source,Source,EAST EUROPEAN POLITICS AND SOCIETIES,22,4,802,Source,Source,0888-3254,10.1177/0888325408316534,Source,2008,Source,0,False,Source,False,False,Source,Source,D,Source,Source,False,Source
10003645,21,Source,3294037,D,Secularism Beyond the State: The 'State'  and the 'Market' in Islamist Imagination,Source,Source,MODERN ASIAN STUDIES,45,3,535,Source,Source,0026-749X,10.1017/S0026749X11000217,Source,2011,Source,0,False,Source,False,False,Source,Source,D,Source,Source,False,Source
10003645,21,Source,3294038,A,Secularizing Islamists? : Jama'at-e-Islami and Jama'at-ud-Da'wa in urban Pakistan,Source,University of Chicago Press,Source,Source,Source,Source,Source,9780226384689,Source,Source,Source,2011,Source,0,False,Source,True,False,"Based on 13 months of extensive fieldwork with Islamist parties in Pakistan, supplemented with follow up visits over three years, archival research and extensive theoretical exploration, this book makes several bold moves that allow for significantly extended scope of findings: First, it argues for expanding the methodological range of Political Science to include ethnography. Second, it brings together theories of secularization and secularism from Political Science, Sociology and Anthropology to highlight a critical conceptual gap.  Third, it brings together literature on Islamism from Middle East and South Asia to demonstrate greater significance of South Asian innovations for understanding contemporary dynamics.",Source,D,Source,Source,False,Source
10003645,21,Source,3294039,D,State Management of Religion in Pakistan and Dilemmas of Citizenship,Source,Source,Citizenship Studies,16,8,1013 ,Source,Source,1362-1025,10.1080/13621025.2012.735026,Source,2012,Source,0,False,Source,False,False,Source,Source,D,Source,Source,False,Source
10003645,21,Source,3294040,D,Explaining the accountability of independent agencies : The importance of political salience,Source,Source,Journal Of Public Policy,31,2,209,Source,Source,0143-814X,10.1017/S0143814X11000080,Source,2011,Source,0,False,Source,False,False,Source,Source,D,Source,Source,False,Source
10003645,21,Source,3294041,D,Emergent properties in the work of Friedrich Hayek,Source,Source,Journal of Economic Behavior and Organization,82,2-3,368,Source,Source,0167-2681,10.1016/j.jebo.2011.04.009,Source,2012,Source,0,False,Source,False,False,Source,Source,D,Source,Source,False,Source
10003645,21,Source,3294042,D,Critical Realism and the Austrian Paradox,Source,Source,CAMBRIDGE JOURNAL OF ECONOMICS,33,3,517,Source,Source,0309-166X,10.1093/cje/ben051,Source,2009,Source,0,False,Source,False,False,Source,Source,D,Source,Source,False,Source
10003645,21,Source,3294043,D,Two-Tiered Political Entrepreneurship and the Congressional Committee System,Source,Source,PUBLIC CHOICE,154,1-2,21,Source,Source,0048-5829,10.1007/s11127-011-9805-z,Source,2013,Source,1,False,Source,False,False,Source,Source,D,Source,Source,False,Source
10003645,21,Source,3294044,D,Rational choice without closure: the microfoundations of virtuous cycles and vicious circles,Source,Source,Journal of Economic Methodology,18,4,345,Source,Source,1350-178X,10.1080/1350178X.2011.628044,Source,2011,Source,0,False,Source,False,False,Source,Source,D,Source,Source,False,Source
10003645,21,Source,3294020,D,Rationality and deliberative democracy: A constructive critique of John Dryzek's democratic theory,Source,Source,Contemporary Political Theory,10,1,37,Source,Source,1470-8914,10.1057/cpt.2010.3,Source,2011,Source,0,False,Source,False,False,Source,Source,D,Source,Source,False,Source
10003645,21,Source,3294015,D,"The Effective Number of Parties at Four Scales : Votes, Seats, Legislative Power and Cabinet Power",Source,Source,PARTY POLITICS,14,2,167,Source,Source,1354-0688,10.1177/1354068807085888,Source,2008,Source,0,False,Source,False,False,Source,Source,D,Source,Source,False,Source
10003645,21,Source,3294008,A,Managing Disasters Through Public-Private Partnerships,Source,Georgetown University Press,Source,Source,Source,Source,Source,9781589019508,Source,Source,Source,2013,http://press.georgetown.edu/book/georgetown/managing-disasters-through-public-private-partnerships,0,False,Source,False,False,Source,Source,D,Source,Source,False,Source
10003645,21,Source,3294009,D,HOBBES ON CORRUPTION,Source,Source,HISTORY OF POLITICAL THOUGHT,30,4,596,Source,Source,0143-781X,Source,Source,2009,http://docserver.ingentaconnect.com/deliver/connect/imp/0143781x/v30n4/s2.pdf?expires=1369910727&id=74398333&titleid=3957&accname=King%27s+College+London&checksum=A939CA269DE97F485967A40B62672AC7,0,False,Source,False,False,Source,Source,D,Source,Source,False,Source
10003645,21,Source,3293869,C,Colonial secularism and Islamism in North India : a relationship of creativity,Source,Cambridge University Press,Religion and the Political Imagination,Source,Source,Source,Source,9780521147347,Source,Source,Source,2010,Source,0,False,Source,False,True,Source,Source,D,Source,Source,False,Source
10003645,21,Source,3293871,C,Interpretative Essay : The Third Democracy : Tocqueville's Views of America after 1840,Source,Cambridge University Press,Tocqueville on America after 1840 : Letters and Other Writings,Source,Source,Source,Source,9780521676830,Source,Source,Source,2009,Source,0,False,Source,False,True,Source,Source,D,Source,Source,False,Source
10003645,21,Source,3293872,D,Anti-Strauss,Source,Source,JOURNAL OF POLITICS,74,1,142 ,Source,Source,0022-3816,10.1017/S0022381611001174,Source,2012,Source,0,False,Source,False,False,Source,Source,D,Source,Source,False,Source
10003645,21,Source,3293873,D,TAMING THE 'AWKWARD STATE'? THE CHANGING FACE OF EUROPEAN POLICY-MAKING UNDER BLAIR,Source,Source,Public Administration,87,3,604 ,Source,Source,0033-3298,10.1111/j.1467-9299.2009.01757.x,Source,2009,Source,0,False,Source,False,False,Source,Source,D,Source,Source,False,Source
10003645,21,Source,3293874,D,The Rise and Fall of Euro Preparations: Strategic Networking and the Depoliticisation of Labour's National Changeover Plan,Source,Source,British Journal of Politics and International Relations,12,3,368 ,Source,Source,1369-1481,10.1111/j.1467-856X.2010.00420.x,Source,2010,Source,0,False,Source,False,False,Source,Source,D,Source,Source,False,Source
10003645,21,Source,3293875,D,Managing European Policy at Home: Analysing Network Adaptation within the Core Executive,Source,Source,POLITICAL STUDIES,58,5,930 ,Source,Source,0032-3217,10.1111/j.1467-9248.2009.00816.x,Source,2010,Source,0,False,Source,False,False,Source,Source,D,Source,Source,False,Source
10003645,21,Source,3293876,D,Adapting to Brussels: Europeanization of the core executive and the 'strategic-projection' model,Source,Source,JOURNAL OF EUROPEAN PUBLIC POLICY,17,6,818 ,Source,Source,1350-1763,10.1080/13501763.2010.486985,Source,2010,Source,0,False,Source,False,False,Source,Source,D,Source,Source,False,Source
10003645,21,Source,3293877,D,"Solving the “Lachmann Problem” : Orientation, Individualism, and the Causal Explanation of Socioeconomic Order",Source,Source,AMERICAN JOURNAL OF ECONOMICS AND SOCIOLOGY,67,5,827 ,Source,Source,0002-9246,10.1111/j.1536-7150.2008.00599.x,Source,2008,Source,0,False,Source,False,False,Source,Source,D,Source,Source,False,Source
10003645,21,Source,3293878,D,"State Strategies and the Geopolitics of the Global Knowledge Economy :  China, India and the Case of Regenerative Medicine",Source,Source,Geopolitics,14,1,47 ,n/a,Source,1465-0045,10.1080/14650040802578666,Source,2009,Source,0,False,Source,False,False,Source,Source,D,Source,Source,False,Source
10003645,21,Source,3293879,D,Governing innovation in the biomedicine knowledge economy : stem cell science in the USA,Source,Source,Science And Public Policy,37,2,87 ,n/a,Source,0302-3427,10.3152/030234210X489617,Source,2010,Source,1,False,Source,False,False,Source,Source,D,Source,Source,False,Source
10003645,21,Source,3293880,A,Robust Political Economy : Classical Liberalism and the Future of Public Policy,Source,Edward Elgar Publishing Limited,Source,Source,Source,Source,Source,9781845426217,Source,Source,Source,2011,Source,0,False,Source,False,False,Source,Source,D,Source,Source,False,"The article in the Review of Austrian Economics (output number four)  concentrates mostly on themes relevant to the social capital debate which draw on explicitly 'Austrian' analyses of knowledge problems in attempting to build up social capital through various public policy measures. This output, by contrast, extends this argument to include the concerns of public choice theory and transaction costs economics."
10003645,21,Source,3293881,D,Democracy and the Deliberative Conceit,Source,Source,CRITICAL REVIEW ,22,2-3,159,Source,Source,0891-3811,10.1080/08913811.2010.508632,Source,2010,Source,0,False,Source,False,False,Source,Source,D,Source,Source,False,Source
10003645,21,Source,3293882,D,"Classical Liberalism, Ecological Rationality and the Case for Polycentric Environmental Law",Source,Source,ENVIRONMENTAL POLITICS,17,3,431,Source,Source,0964-4016,10.1080/09644010802055659,Source,2008,Source,0,False,Source,False,False,Source,Source,D,Source,Source,False,Source
10003645,21,Source,3293883,D,Bonding and Bridging : Social Capital and the Communitarian Critique of Liberal Markets,Source,Source,Review of Austrian Economics,21,2-3,119,Source,Source,0889-3047,10.1007/s11138-007-0032-2,Source,2008,Source,1,False,Source,False,False,Source,Source,D,Source,Source,False,Source
10003645,21,Source,3293961,D,"The Hydrogen Bomb, Lewis L. Strauss and the Writing of Nuclear History",Source,Source,The Journal of Strategic Studies,n/a,Source,n/a,Source,Source,0140-2390,10.1080/01402390.2012.726924,Source,2013,Source,0,False,Source,False,False,Source,Source,D,Source,Source,False,Source
10003645,21,Source,3293962,D,Revisiting NSC 68,Source,Source,Journal of Cold War Studies,15,1,3,Source,Source,1520-3972,10.1162/JCWS_a_00306,Source,2013,Source,0,False,Source,False,False,Source,Source,D,Source,Source,False,Source
10003645,21,Source,3293963,D,"Special Weapon, Special Relationship : The Atomic Bomb Comes to Britain",Source,Source,JOURNAL OF MILITARY HISTORY,77,2,523,Source,Source,0899-3718,Source,Source,2013,Source,0,False,Source,False,False,Source,Source,D,Source,Source,False,Source
10003645,21,Source,3294166,D,Unobserved Common Factors in Military Expenditure Interactions Across MENA Countries,Source,Source,DEFENCE AND PEACE ECONOMICS,21,4,301,Source,Source,1024-2694,10.1080/10242694.2010.491703,Source,2010,Source,0,False,Source,False,False,Source,Source,D,Source,Source,False,Source
10003645,21,Source,3294167,D,"War and famine, peace and light? The economic dynamics of conflict in Somalia 1993-2009",Source,Source,JOURNAL OF PEACE RESEARCH,50,5,545,Source,Source,0022-3433,10.1177/0022343313492991,Source,2013,Source,2,False,Source,False,False,Source,Source,D,Source,Source,False,Source
10003645,21,Source,3294168,D,The Business of Piracy in Somalia,Source,Source,Journal of Strategic Studies,36,4,541,Source,Source,0140-2390,10.1080/01402390.2012.750242,Source,2013,Source,1,False,Source,False,False,Source,Source,D,Source,Source,False,Source
10003645,21,Source,3294169,D,The dynamics of terror during the Peruvian civil war,Source,Source,JOURNAL OF PEACE RESEARCH,49,6,847,Source,Source,0022-3433,10.1177/0022343312448501,Source,2012,Source,1,False,Source,False,False,Source,Source,D,Source,Source,False,Source
10003645,21,Source,3294170,D,Combating “maritime terrorism” off the coast of Somalia,Source,Source,European Journal of Political Economy,27,Supplement 1,S133 ,Source,Source,0176-2680,10.1016/j.ejpoleco.2011.03.004,Source,2011,Source,1,False,Source,False,False,Source,Source,D,Source,Source,False,Source
10003645,21,Source,3294182,D,Far from a nihilistic crowd : The theoretical contribution of radical subjectivist Austrian economics,Source,Source,Review of Austrian Economics,24,2,185,Source,Source,0889-3047,10.1007/s11138-011-0143-7,Source,2011,Source,0,False,Source,False,False,Source,Source,D,Source,Source,False,Source
10003645,21,Source,3294183,D,Certainly not! A critical realist recasting of Ludwig von Mises's methodology of the social sciences,Source,Source,Journal of Economic Methodology,17,3,277 ,Source,Source,1350-178X,10.1080/1350178X.2010.500503,Source,2010,Source,0,False,Source,False,False,Source,Source,D,Source,Source,False,Source
10003645,21,Source,3294184,D,Cold War Insecurities and the Curious Case of John Strachey,Source,Source,Intelligence and National Security,N/A,Source,N/A,Source,Source,0268-4527,10.1080/02684527.2013.858518,Source,2013,Source,0,False,Source,False,False,Source,Source,D,Source,Source,False,Source
10003645,21,Source,3294190,A,Empires of Mud: Wars and Warlords in Afghanistan,Source,C Hurst & Co Publishers Ltd,Source,Source,Source,Source,Source,185065932X,Source,Source,Source,2009,Source,0,False,Source,False,False,Source,Source,E,Source,Source,False,Source
10003645,21,Source,3294191,A,The Art of Coercion: The Primitive Accumulation and Management of Coercive Power,Source,C Hurst & Co Publishers Ltd,Source,Source,Source,Source,Source,1849040818,Source,Source,Source,2011,Source,0,False,Source,False,False,Source,Source,E,Source,Source,False,Source
